@relation people_2D-weka.filters.unsupervised.instance.RemovePercentage-P20.0

@attribute n_points numeric
@attribute std numeric
@attribute mean_deviation numeric
@attribute width numeric
@attribute linearity numeric
@attribute circularity numeric
@attribute radius numeric
@attribute boundary_length numeric
@attribute boundary_regularity numeric
@attribute mean_curvaure numeric
@attribute angular_difference numeric
@attribute person {-1,1}

@data
13,0.2327,0.050081,0.19436,0.077641,0.000579,0.17819,0.21533,0.01119,353.98,0.10642,-1
37,0.41469,0.16834,0.57564,1.1893,0.042793,0.30528,0.73796,0.014213,662.45,-0.034847,-1
35,0.40406,0.14675,0.50503,0.88085,0.072473,0.20776,0.68609,0.024937,1247.1,0.053615,-1
8,0.22442,0.039467,0.17176,0.1576,0.000076,0.083833,0.22602,0.051255,15.661,-0.21766,-1
69,0.48166,0.22856,0.90564,0.18734,0.01365,2.1765,0.92392,0.0011,949.12,-0.003765,-1
3,0.094503,0.005948,0.017843,0.000037,0,1.454,0.017843,0,0.68776,-0.003068,-1
23,0.31918,0.097468,0.37487,0.12497,0.002695,0.4651,0.39552,0.004555,433.87,-0.012963,-1
38,0.45052,0.19715,0.72964,0.70348,0.011031,0.75363,0.77723,0.003716,466.69,0.012925,-1
19,0.3285,0.102,0.37693,0.093482,0.003526,0.39806,0.40337,0.005656,410.11,0.063684,-1
13,0.35017,0.11322,0.30773,0.23406,0.01709,0.12021,0.44288,0.026766,254.35,-0.005625,-1
8,0.20741,0.037644,0.12215,0.028327,0.000489,0.078274,0.12955,0.003208,94.058,0.013124,-1
6,0.17889,0.0268,0.078908,0.068798,0.000174,0.039814,0.10856,0.007817,168.1,0.40282,-1
4,0.17105,0.02208,0.042577,0.058266,0.000054,0.023552,0.095238,0.015202,85.976,0.40126,-1
4,0.11134,0.009296,0.027772,0.003853,0.000001,0.038452,0.028293,0.000489,42.745,0.13314,-1
4,0.12564,0.011831,0.035035,0.008001,0.000003,0.031903,0.036691,0.001448,48.697,-0.20847,-1
20,0.39079,0.14478,0.51489,0.57563,0.021081,0.25972,0.66429,0.017584,170.95,-0.072712,-1
5,0.1742,0.022908,0.07592,0.015475,0.00001,0.090988,0.078942,0.010206,64.611,0.23554,-1
18,0.29484,0.082141,0.31015,0.027344,0.000609,0.65072,0.31326,0.000329,133.03,0.00652,-1
32,0.41396,0.16623,0.60116,0.51054,0.16626,0.1916,0.70229,0.0145,582.27,0.038762,-1
28,0.24099,0.056268,0.17351,0.7794,0.005786,0.066245,0.33523,0.009532,1049.8,0.052863,-1
14,0.28771,0.076939,0.22362,0.15257,0.005915,0.08225,0.27648,0.032216,250.61,-0.11374,-1
67,0.47606,0.22312,0.88154,0.36796,0.003213,3.204,0.90475,0.001618,937.48,-0.003717,-1
4,0.1707,0.018975,0.058625,0.01721,0.000001,0.029597,0.07051,0.025352,36.453,0.46222,-1
22,0.31123,0.092478,0.35034,0.083936,0.003153,0.39047,0.37267,0.003781,527.66,-0.019797,-1
3,0.006071,0.000025,0.000074,0,0,0.006,0.000074,0,166.67,-0.003068,-1
39,0.46101,0.20661,0.74604,0.65858,0.030301,0.63035,0.83124,0.004841,570.43,-0.005975,-1
17,0.32145,0.09681,0.3557,0.098089,0.001714,0.42389,0.37503,0.005971,310.46,-0.015543,-1
14,0.33673,0.10417,0.31815,0.17543,0.009409,0.16031,0.37275,0.027963,186.16,-0.005664,-1
7,0.18435,0.028837,0.095091,0.024803,0.000151,0.070279,0.099896,0.002121,92.568,0.037817,-1
6,0.20742,0.035723,0.11572,0.057189,0.000081,0.080696,0.12932,0.013366,52.775,0.24424,-1
39,0.39254,0.15001,0.59122,0.23747,0.19079,0.19806,0.65088,0.005666,758.23,0.019681,-1
5,0.12102,0.011829,0.036767,0.006683,0.000015,0.030261,0.038443,0.000459,154.46,0.0225,-1
4,0.12615,0.011942,0.034367,0.011853,0,0.025755,0.03725,0.000864,77.656,0.318,-1
18,0.37694,0.13403,0.48668,0.24147,0.034888,0.21557,0.54953,0.007785,198.1,-0.005775,-1
15,0.20087,0.038577,0.12287,0.21704,0.000318,0.056784,0.17081,0.004789,477.72,0.13336,-1
6,0.14264,0.016987,0.053185,0.018356,0.000015,0.039541,0.057126,0.002598,94.269,0.15104,-1
13,0.28989,0.076429,0.28554,0.13292,0.000531,0.28479,0.30985,0.012657,157.23,0.12335,-1
24,0.2165,0.044217,0.15028,0.46423,0.00129,0.063773,0.21627,0.005537,1227.9,0.075536,-1
13,0.3119,0.078973,0.33549,0.15307,0.003519,0.19698,0.37038,0.040567,329.91,0.007317,-1
5,0.14946,0.018185,0.053283,0.017732,0.000112,0.025745,0.061246,0.002298,161.15,-0.004602,-1
68,0.48377,0.23047,0.91271,0.29813,0.002234,4.1256,0.93089,0.001381,926.24,-0.003784,-1
4,0.11121,0.009276,0.027765,0.002865,0.000001,0.050381,0.028061,0.000281,33.294,0.10097,-1
21,0.30538,0.088653,0.33918,0.07179,0.000589,0.72031,0.3523,0.002977,394.83,-0.015552,-1
38,0.44914,0.19583,0.73412,0.72295,0.016429,0.69756,0.80643,0.004565,483.74,0.012748,-1
18,0.32691,0.10091,0.36365,0.1254,0.001353,0.46619,0.39332,0.008383,355.18,0.004397,-1
15,0.33526,0.10428,0.35875,0.1342,0.003904,0.31101,0.39993,0.022206,278.61,-0.005698,-1
6,0.18992,0.030341,0.090063,0.022954,0.000303,0.04761,0.097921,0.005615,70.871,0.079416,-1
6,0.21734,0.038299,0.11425,0.095612,0.001405,0.050099,0.17676,0.015723,99.532,0.25735,-1
3,0.10305,0.007073,0.021218,0.000043,0,1.729,0.021218,0,0.57837,-0.003068,-1
5,0.16108,0.01969,0.062193,0.038417,0.000016,0.033117,0.076983,0.009885,66.891,0.3669,-1
5,0.15624,0.019199,0.060247,0.022459,0.000042,0.03835,0.067057,0.002827,117.42,-0.12629,-1
5,0.12183,0.011635,0.037438,0.005901,0.000014,0.033829,0.03859,0.000887,103.28,0.022425,-1
3,0.10726,0.007662,0.022985,0.000047,0,1.873,0.022985,0,0.5339,-0.003068,-1
16,0.3486,0.11416,0.41227,0.16842,0.010276,0.25245,0.45959,0.007928,100.05,-0.077843,-1
16,0.20293,0.038265,0.13216,0.21478,0.000297,0.065176,0.17027,0.003532,490.94,0.10864,-1
14,0.19846,0.036587,0.1288,0.15581,0.000481,0.066036,0.17549,0.008015,371.01,0.16429,-1
13,0.25195,0.058383,0.21406,0.072336,0.000686,0.20642,0.2312,0.005481,196.04,-0.098023,-1
6,0.23814,0.047984,0.13857,0.057031,0.000706,0.075473,0.15446,0.014274,37.342,0.21238,-1
21,0.22017,0.044557,0.15372,0.35499,0.001303,0.066014,0.20415,0.007134,1055.8,0.025588,-1
12,0.29015,0.070684,0.32836,0.11255,0.01192,0.11651,0.35483,0.031509,170.09,-0.01739,-1
6,0.15614,0.020314,0.067642,0.005532,0.000001,0.20541,0.067935,0.000137,17.829,-0.048636,-1
67,0.4841,0.23076,0.9165,0.20213,0.002452,4.5092,0.93977,0.001365,1030.1,-0.006043,-1
4,0.11207,0.009419,0.028234,0.001879,0,0.077803,0.028362,0.000125,22.088,0.065876,-1
22,0.31054,0.092084,0.3493,0.089531,0.002354,0.42511,0.36088,0.002677,293.45,0.00377,-1
40,0.47138,0.21644,0.81702,0.18839,0.020433,1.1497,0.84392,0.00357,538.37,0.004431,-1
3,0.17134,0.018054,0.052123,0.009169,0,0.048643,0.054162,0.008627,20.558,-0.28271,-1
31,0.45075,0.20027,0.60371,1.1182,0.13212,0.23942,0.84196,0.017748,475.57,-0.004105,-1
7,0.19547,0.032864,0.10233,0.033766,0.000314,0.058406,0.11154,0.006206,85.218,0.073606,-1
5,0.15099,0.017878,0.058362,0.00818,0.000014,0.074961,0.059373,0.00079,50.39,0.029812,-1
3,0.10344,0.007126,0.021377,0.000044,0,1.742,0.021378,0,0.57405,-0.003068,-1
10,0.20102,0.036372,0.13073,0.047313,0.002223,0.051137,0.16594,0.006575,363.75,0.065728,-1
5,0.18561,0.027471,0.10844,0.022236,0.001232,0.043961,0.11886,0.018498,98.36,0.016795,-1
8,0.25402,0.052981,0.1583,0.061709,0.000736,0.092345,0.17917,0.023055,93.165,0.098573,-1
4,0.16157,0.019726,0.054982,0.021593,0.000026,0.03868,0.060376,0.008026,63.99,-0.38544,-1
15,0.33771,0.10624,0.39168,0.080776,0.011203,0.22809,0.39927,0.001814,68.694,-0.005698,-1
36,0.32674,0.10609,0.32331,1.3415,0.054891,0.11107,0.62415,0.016512,1084.6,0.063898,-1
14,0.25888,0.062224,0.22004,0.059488,0.001667,0.17118,0.23217,0.003275,178.98,-0.05907,-1
4,0.1083,0.008795,0.026261,0.003852,0.000001,0.034558,0.02681,0.000515,47.341,0.14026,-1
10,0.2242,0.044589,0.18097,0.084102,0.000122,0.15017,0.19578,0.015717,172.89,-0.10995,-1
3,0.12978,0.011216,0.033649,0.000069,0,2.742,0.033649,0,0.3647,-0.003068,-1
38,0.41783,0.15054,0.52332,1.0773,0.037115,0.27672,0.72262,0.03361,1327,-0.003048,-1
3,0.096878,0.006251,0.018751,0.000038,0,1.528,0.018751,0,0.65445,-0.003068,-1
68,0.48901,0.23562,0.93252,0.16305,0.004367,3.8944,0.95115,0.000914,989.62,-0.006044,-1
4,0.14448,0.014604,0.042774,0.019786,0.000003,0.022124,0.052096,0.01386,52.151,0.42368,-1
20,0.30163,0.086339,0.35672,0.20201,0.003593,0.26149,0.40039,0.015982,389.29,-0.044816,-1
3,0.006071,0.000025,0.000074,0,0,0.006,0.000074,0,166.67,-0.003068,-1
43,0.4847,0.22916,0.85093,0.32868,0.022886,1.1672,0.90744,0.0041,642.27,-0.00599,-1
4,0.16563,0.020547,0.06063,0.015281,0.00001,0.049647,0.064305,0.003277,30.647,-0.23318,-1
14,0.30159,0.085,0.2753,0.16747,0.005333,0.14069,0.30402,0.007251,97.762,-0.005664,-1
15,0.32624,0.099364,0.26416,0.6299,0.013474,0.10799,0.48799,0.036413,173.43,0.052308,-1
8,0.20146,0.035331,0.11794,0.054441,0.000066,0.089049,0.12683,0.003044,108.94,0.075829,-1
12,0.24673,0.05684,0.17477,0.13898,0.002657,0.071445,0.21092,0.014458,187.4,0.049636,-1
3,0.10326,0.007101,0.021304,0.000044,0,1.736,0.021304,0,0.57604,-0.003068,-1
22,0.29372,0.082736,0.28701,0.42256,0.021617,0.10333,0.40403,0.011619,501.71,0.049052,-1
4,0.1824,0.025193,0.067677,0.014901,0.000092,0.042136,0.074276,0.009922,47.176,-0.37751,-1
7,0.22468,0.041231,0.11715,0.045621,0.000271,0.074682,0.13569,0.019331,120.53,-0.005113,-1
5,0.16502,0.021686,0.060878,0.098378,0.000074,0.032502,0.069559,0.007571,63.225,-0.23486,-1
16,0.35012,0.11493,0.42347,0.086601,0.009823,0.29239,0.43157,0.00166,93.653,-0.005727,-1
17,0.21372,0.042605,0.14203,0.20871,0.001191,0.066551,0.18657,0.004403,705.77,0.11939,-1
15,0.22034,0.043895,0.13432,0.33962,0.000891,0.060589,0.22657,0.009059,406.01,0.15254,-1
14,0.25967,0.062606,0.22239,0.066132,0.002013,0.16173,0.23954,0.004493,284.55,-0.05577,-1
4,0.10811,0.008766,0.02627,0.001887,0,0.067316,0.026408,0.000134,25.427,0.070966,-1
9,0.19446,0.033577,0.12025,0.030321,0.000458,0.084872,0.12857,0.004193,200.42,-0.12483,-1
10,0.289,0.07499,0.25754,0.076549,0.000679,0.27767,0.27622,0.012058,96.126,0.12057,-1
45,0.28538,0.07949,0.3049,0.74552,0.070655,0.10243,0.41807,0.003256,2255.1,0.035753,-1
3,0.097824,0.006373,0.019119,0.000039,0,1.558,0.019119,0,0.64185,-0.003068,-1
69,0.49211,0.23858,0.94597,0.16226,0.00319,4.6324,0.96648,0.001045,1020.7,-0.011261,-1
11,0.22021,0.044005,0.15808,0.030961,0.000753,0.12421,0.16508,0.002347,196.61,0.061038,-1
45,0.49447,0.23885,0.89036,0.33341,0.017124,1.444,0.93748,0.003985,656.11,-0.005997,-1
16,0.3215,0.097749,0.29492,1.2131,0.007679,0.11572,0.48142,0.025059,226.18,-0.060964,-1
20,0.35844,0.12156,0.36716,0.62351,0.040389,0.14063,0.59608,0.026805,302.63,0.006855,-1
8,0.20222,0.035776,0.11639,0.041146,0.000339,0.073362,0.12831,0.003965,151.15,0.13682,-1
12,0.24121,0.053837,0.17049,0.11464,0.002803,0.071215,0.19861,0.008642,245.76,0.006952,-1
3,0.1035,0.007134,0.021402,0.000044,0,1.744,0.021402,0,0.57339,-0.003068,-1
26,0.31191,0.092763,0.33847,0.37192,0.014137,0.16579,0.3878,0.007417,543.81,0.013512,-1
9,0.24029,0.052106,0.1505,0.089076,0.00195,0.070988,0.18151,0.02077,181.39,0.12091,-1
5,0.17884,0.025143,0.08992,0.024769,0.000895,0.035618,0.096388,0.009945,103.12,0.032163,-1
16,0.34896,0.11417,0.42016,0.098437,0.038821,0.15274,0.42915,0.001701,108.69,-0.000852,-1
37,0.33033,0.10867,0.34187,1.28,0.052172,0.11403,0.61123,0.016557,1011.9,0.058623,-1
13,0.24615,0.055868,0.20555,0.042614,0.000809,0.20514,0.21704,0.003705,247.94,-0.087883,-1
28,0.39382,0.14973,0.54815,0.25643,0.13614,0.18121,0.60037,0.011102,467.59,0.00248,-1
47,0.2893,0.081993,0.31157,0.99288,0.034442,0.1319,0.45514,0.00516,1675.7,0.042681,-1
4,0.11162,0.009345,0.028035,0.000115,0,1.523,0.028035,0,1.3132,-0.004091,-1
72,0.50183,0.24831,0.98047,0.25155,0.008067,3.0951,1.0181,0.003026,787.55,-0.023243,-1
14,0.24869,0.057357,0.20498,0.07551,0.000982,0.16496,0.2282,0.00296,225.49,0.10504,-1
43,0.48461,0.229,0.87319,0.244,0.024706,1.2124,0.89909,0.003638,467.62,0.021145,-1
13,0.29632,0.080938,0.26877,0.10965,0.008385,0.12299,0.29301,0.007035,148.64,-0.005625,-1
5,0.16795,0.021883,0.072315,0.02638,0.000036,0.050499,0.078915,0.004986,38.657,0.21582,-1
5,0.1872,0.027526,0.095996,0.017487,0.00141,0.033143,0.1023,0.006986,81.956,0.025254,-1
8,0.2682,0.060557,0.16595,0.10383,0.000603,0.081257,0.20619,0.032609,131.7,-0.005259,-1
8,0.20502,0.037,0.11943,0.043873,0.000284,0.078801,0.12877,0.004855,108.39,0.076364,-1
14,0.25473,0.060916,0.19024,0.19166,0.006817,0.066529,0.25243,0.009591,273.46,0.11201,-1
4,0.23554,0.040447,0.14269,0.014597,0.000073,0.19998,0.14576,0.030735,27.538,-0.046934,-1
3,0.10332,0.00711,0.021328,0.000044,0,1.738,0.021329,0,0.57537,-0.003068,-1
22,0.28779,0.079632,0.286,0.29325,0.0148,0.11242,0.34908,0.008989,406.49,0.016941,-1
4,0.15486,0.017463,0.050822,0.022156,0.000002,0.0296,0.058689,0.010636,55.657,-0.38576,-1
11,0.39886,0.13269,0.38629,0.1082,0.004324,0.29376,0.42545,0.046117,187.18,0.035017,-1
17,0.3599,0.12181,0.45154,0.094969,0.04733,0.16535,0.46039,0.001586,94.663,-0.007992,-1
18,0.23512,0.050568,0.1644,0.50994,0.001469,0.078905,0.32059,0.017847,479.4,0.16002,-1
13,0.21682,0.043002,0.17031,0.06847,0.000292,0.15984,0.18606,0.006478,349.08,0.095939,-1
36,0.41426,0.16695,0.5828,1.1456,0.079995,0.24253,0.80348,0.019029,470.42,-0.005961,-1
53,0.30325,0.090231,0.34963,1.1853,0.05185,0.14376,0.52384,0.005308,2681.7,0.027945,-1
3,0.095985,0.006136,0.018408,0.000038,0,1.5,0.018408,0,0.66667,-0.003068,-1
70,0.49013,0.2368,0.94114,0.27524,0.002093,4.6112,0.96947,0.001493,1084.2,0.004707,-1
9,0.20187,0.036447,0.12188,0.09023,0.000332,0.077893,0.13838,0.002912,156.27,0.18678,-1
61,0.57387,0.32216,1.1825,3.5636,0.14188,0.78084,1.4767,0.016096,745.08,-0.006034,-1
7,0.19138,0.031247,0.1031,0.036873,0.000132,0.073122,0.11287,0.00145,140.95,0.075396,-1
11,0.25926,0.064185,0.17312,0.51254,0.003218,0.073127,0.32104,0.032761,171.1,0.13711,-1
9,0.21099,0.03954,0.13713,0.041842,0.000168,0.13098,0.14621,0.004226,159.12,0.018479,-1
6,0.16568,0.022555,0.071927,0.044124,0.000041,0.041857,0.084089,0.004416,95.499,0.24007,-1
3,0.10338,0.007118,0.021353,0.000044,0,1.74,0.021353,0,0.57471,-0.003068,-1
5,0.16403,0.020891,0.065703,0.034083,0.000004,0.04105,0.074563,0.007874,62.233,-0.28237,-1
21,0.27483,0.072101,0.27428,0.15061,0.016224,0.10209,0.30514,0.002692,406.21,-0.010346,-1
9,0.2474,0.051501,0.11589,0.42791,0.004267,0.06531,0.23584,0.02591,132.69,0.2747,-1
3,0.15842,0.01552,0.046121,0.004293,0,0.082885,0.04656,0.007247,12.065,-0.14097,-1
12,0.30376,0.084544,0.31008,0.045672,0.000034,0.87348,0.31283,0.001001,44.391,0.031589,-1
44,0.38834,0.14703,0.59929,0.13647,0.008893,0.90604,0.62262,0.005012,1019.1,0.022531,-1
37,0.41063,0.16518,0.57831,1.2142,0.06057,0.27189,0.7169,0.014864,624.5,-0.005966,-1
55,0.3048,0.09129,0.35932,1.2455,0.040384,0.16068,0.51618,0.004212,2863.6,0.036243,-1
6,0.13426,0.014758,0.045273,0.048211,0.000026,0.023159,0.060392,0.004409,231.99,0.37959,-1
69,0.48914,0.23574,0.9307,0.21256,0.00263,4.5249,0.95036,0.001552,933.2,-0.006046,-1
3,0.1232,0.010108,0.030323,0.000062,0,2.471,0.030323,0,0.40469,-0.003068,-1
45,0.50871,0.25265,0.96928,0.28094,0.022343,1.6039,1.0177,0.006747,590.11,-0.005997,-1
18,0.3356,0.10517,0.34886,0.47242,0.00279,0.19731,0.41957,0.01047,224.71,-0.005775,-1
3,0.088529,0.00522,0.015659,0.000032,0,1.276,0.015659,0,0.7837,-0.003068,-1
8,0.26094,0.058579,0.16974,0.20651,0.000859,0.083527,0.20706,0.022528,49.754,-0.073721,-1
9,0.22134,0.043087,0.14546,0.039214,0.000528,0.10859,0.15673,0.005061,180.07,0.047224,-1
7,0.18295,0.027867,0.093636,0.052335,0.000038,0.059098,0.10542,0.00482,71.542,0.1785,-1
5,0.1563,0.019301,0.067133,0.013626,0.000601,0.024837,0.071006,0.003944,96.689,0.034469,-1
3,0.10409,0.007216,0.021647,0.000044,0,1.764,0.021648,0,0.56689,-0.003068,-1
7,0.20819,0.034631,0.13893,0.11133,0.000036,0.082849,0.16254,0.029396,107.98,-0.24161,-1
23,0.28863,0.079891,0.30368,0.18548,0.006506,0.18769,0.33191,0.002392,423.11,-0.011897,-1
8,0.2583,0.054022,0.17816,0.081396,0.001102,0.10523,0.20025,0.022247,132.91,0.24733,-1
3,0.14844,0.01457,0.043704,0.000508,0,0.62627,0.043711,0.000556,1.5968,-0.01745,-1
69,0.45181,0.2004,0.83787,1.0485,0.00997,1.1373,0.89513,0.005195,1978.3,0.009946,-1
37,0.41407,0.16666,0.57713,1.9248,0.078657,0.23751,0.84536,0.02498,521.97,-0.005966,-1
54,0.29902,0.087721,0.35465,1.2414,0.052177,0.14413,0.54501,0.011924,2300.7,0.045901,-1
4,0.22901,0.039335,0.080788,0.017762,0.000005,0.039349,0.09482,0.03892,50.807,-0.004091,-1
49,0.40929,0.16405,0.64596,0.065976,0.003353,1.9149,0.6502,0.000413,443.62,-0.006223,-1
32,0.29644,0.085039,0.35762,1.4769,0.009307,0.24369,0.4019,0.007035,817.7,0.040413,-1
25,0.39787,0.15181,0.562,1.0012,0.039551,0.33304,0.59763,0.00894,287.59,0.014073,-1
18,0.33762,0.10562,0.34286,0.42264,0.005683,0.19787,0.46518,0.022179,345.81,0.060293,-1
7,0.25669,0.053015,0.16258,0.24447,0.002105,0.069547,0.25579,0.045034,139.68,-0.005113,-1
9,0.21793,0.041469,0.13372,0.07569,0.001096,0.064584,0.16974,0.006864,205.17,0.19837,-1
20,0.29668,0.082698,0.28147,0.28596,0.007753,0.13869,0.34022,0.005971,308.61,0.069156,-1
4,0.14818,0.016234,0.047693,0.018252,0.000005,0.030485,0.053226,0.007002,48.342,-0.31945,-1
3,0.10453,0.007277,0.021832,0.000045,0,1.779,0.021832,0,0.56211,-0.003068,-1
5,0.15301,0.018671,0.062143,0.017786,0.000046,0.045917,0.068277,0.005059,136.7,0.23967,-1
22,0.27844,0.073959,0.28406,0.11539,0.021443,0.10135,0.31005,0.002978,503.08,0.013491,-1
6,0.1574,0.019836,0.05923,0.039459,0.000071,0.029357,0.074955,0.006941,120.21,0.317,-1
87,0.48802,0.23432,0.96958,1.725,0.022716,1.2306,1.0422,0.005056,2571,-0.00001,-1
38,0.41304,0.167,0.59248,1.9325,0.058174,0.29675,0.71236,0.011959,626.37,-0.00597,-1
4,0.12976,0.011883,0.034651,0.014354,0.000002,0.018049,0.042091,0.010581,64.83,0.4163,-1
49,0.28718,0.080534,0.35376,1.4571,0.035302,0.1423,0.52697,0.011824,2527.7,0.052091,-1
4,0.19004,0.026923,0.098702,0.010001,0.000484,0.055581,0.10563,0.022995,77.663,-0.015051,-1
63,0.46643,0.21395,0.84264,0.57747,0.058236,0.84648,0.9224,0.006324,806.73,-0.00017,-1
55,0.41197,0.16619,0.6842,0.36025,0.004624,1.3819,0.77174,0.007689,1904.2,0.039173,-1
5,0.17061,0.023231,0.077434,0.001925,0,0.76755,0.077469,0.000017,5.0131,0.021205,-1
19,0.30238,0.086705,0.33119,0.1502,0.014464,0.16151,0.3653,0.00423,358.33,0.048049,-1
3,0.20296,0.02494,0.073928,0.00718,0,0.11613,0.07482,0.015769,8.6112,-0.16197,-1
3,0.089597,0.005346,0.016039,0.000033,0,1.307,0.016039,0,0.76511,-0.003068,-1
9,0.21379,0.039933,0.13548,0.052897,0.000415,0.091068,0.14692,0.006014,139.09,0.018099,-1
30,0.35198,0.11957,0.49171,0.4742,0.14423,0.13786,0.61938,0.0127,660.82,-0.002386,-1
3,0.10485,0.007322,0.021967,0.000045,0,1.79,0.021967,0,0.55866,-0.003068,-1
22,0.28179,0.075796,0.2861,0.10104,0.018602,0.1151,0.29778,0.000972,312.85,-0.031047,-1
100,0.50099,0.24747,1.1028,1.3517,0.058465,1.3466,1.273,0.013129,3439.4,0.008936,-1
39,0.41611,0.16999,0.59747,5.6575,0.05845,0.30299,0.75457,0.015957,646.32,-0.005975,-1
56,0.30082,0.088896,0.35679,1.7823,0.040512,0.16245,0.49498,0.004288,2386,0.022061,-1
6,0.17064,0.023777,0.095274,0.025939,0.000705,0.042401,0.10652,0.012097,126.51,-0.006758,-1
51,0.4178,0.17108,0.67622,0.17287,0.005012,1.6298,0.68632,0.000952,628.9,-0.003121,-1
53,0.41024,0.16452,0.65069,0.46487,0.012849,0.86068,0.7178,0.005536,1400.8,0.031609,-1
7,0.20298,0.034963,0.11868,0.050018,0.001881,0.042854,0.14212,0.004609,147.34,0.11099,-1
77,0.58661,0.33931,1.3508,0.6527,1.5709,0.49423,1.4508,0.006985,1364.3,-0.005942,-1
3,0.10491,0.00733,0.021991,0.000045,0,1.792,0.021991,0,0.55804,-0.003068,-1
11,0.20839,0.038848,0.13638,0.097168,0.000337,0.080789,0.16079,0.005422,171.17,-0.12454,-1
27,0.35831,0.12307,0.47118,0.2791,0.000383,0.74276,0.48092,0.000917,117.84,-0.008012,-1
107,0.4957,0.23987,1.0387,1.6321,0.027345,1.6026,1.1679,0.005585,3807.1,0.004722,-1
43,0.43079,0.18461,0.65071,4.94,0.052572,0.37648,0.79542,0.013869,835.25,-0.00599,-1
53,0.29646,0.086416,0.31812,2.6809,0.096637,0.1074,0.59441,0.009053,2753,0.033673,-1
62,0.45372,0.20238,0.80744,0.59747,0.01497,1.2718,0.8463,0.004553,795.02,-0.002669,-1
40,0.34894,0.1186,0.47911,0.32039,0.00643,0.61076,0.51857,0.005629,1191.7,0.026119,-1
11,0.30214,0.082373,0.22841,0.31956,0.006064,0.090094,0.2904,0.024265,143.66,0.048465,-1
91,0.62544,0.38597,1.5611,0.71951,0.44227,1.3046,1.7218,0.008399,1865.7,-0.010053,-1
26,0.35306,0.11964,0.45207,0.2574,0.003545,0.50937,0.46677,0.001378,218.65,-0.001409,-1
8,0.25034,0.054963,0.18305,0.05392,0.002325,0.082614,0.19802,0.008253,75.516,0.059551,-1
5,0.007435,0.000044,0.000147,0.000001,0,0.006,0.000147,0,500,-0.004602,-1
3,0.087022,0.005336,0.013008,0.003971,0,0.008588,0.014308,0,116.44,0.42963,-1
3,0.25918,0.045596,0.049787,0.069996,0,0.047026,0.18084,0,21.265,1.2919,-1
12,0.020917,0.00034,0.001092,0.001467,0,0.000518,0.005225,0.000503,12632,0.1336,-1
3,0.15864,0.016904,0.049713,0.001232,0,0.33492,0.049747,0,2.9858,0.037143,-1
18,0.01762,0.000271,0.000626,0.003561,0,0.000524,0.004482,0.000421,11807,-0.005775,-1
53,0.42065,0.17324,0.66641,0.2496,0.00238,2.0251,0.69782,0.005517,1585.4,0.004394,-1
21,0.29352,0.0819,0.30489,0.23528,0.00331,0.2073,0.33491,0.003529,327.76,-0.005829,-1
3,0.18105,0.021831,0.065494,0.000134,0,5.337,0.065494,0,0.18737,-0.003068,-1
19,0.28708,0.077962,0.28991,0.075947,0.001311,0.36889,0.30762,0.00292,461.8,0.034447,-1
27,0.35712,0.12084,0.58573,0.28739,0.006134,0.71192,0.72125,0.030241,1224,0.078747,-1
20,0.26379,0.066507,0.24238,0.55842,0.011061,0.095711,0.30421,0.005253,492.51,0.009373,-1
3,0.1638,0.017868,0.053603,0.00011,0,4.368,0.053603,0,0.22894,-0.003068,-1
66,0.47198,0.21926,0.87747,0.34892,0.002942,3.0879,0.90902,0.003235,987.07,0.009701,-1
65,0.46603,0.21309,0.84471,0.23285,0.94482,0.25429,0.90225,0.005566,1948,0.00838,-1
3,0.17332,0.020007,0.060021,0.000123,0,4.891,0.060022,0,0.20446,-0.003068,-1
5,0.19083,0.027353,0.090176,0.11361,0.000021,0.052121,0.10517,0.022389,63.381,0.33324,-1
16,0.29194,0.079923,0.30172,0.10341,0.005378,0.20031,0.32862,0.007318,239.65,-0.013587,-1
6,0.25241,0.053092,0.12053,0.094496,0.000177,0.053371,0.1556,0.035295,41.102,-0.004909,-1
26,0.321,0.099075,0.3864,0.11832,0.002938,0.50585,0.3986,0.002426,379.16,0.024833,-1
11,0.20111,0.036557,0.13386,0.027923,0.000046,0.22338,0.13773,0.001482,168.74,0.037109,-1
104,0.50401,0.25033,1.1432,0.9002,2.5912,0.29926,1.2702,0.012422,3528.7,0.008353,-1
42,0.42643,0.17867,0.64278,2.7187,0.019955,0.4549,0.71435,0.003673,725.51,-0.000963,-1
24,0.287,0.078753,0.24337,0.26557,0.02852,0.10724,0.36121,0.020791,497.13,0.022876,-1
4,0.025871,0.000502,0.001007,0.000159,0,0.000502,0.003002,0,3993.6,-0.004091,-1
13,0.21572,0.042937,0.15906,0.01766,0.001353,0.10486,0.16112,0.00049,155,-0.024423,-1
9,0.20412,0.036426,0.13337,0.057093,0.000245,0.098453,0.15143,0.013384,135.58,0.15493,-1
47,0.4002,0.1567,0.62181,0.13752,0.001999,1.8375,0.63466,0.00156,660.42,0.012794,-1
61,0.45122,0.19984,0.81987,0.35603,0.68737,0.24784,0.86987,0.005644,1754.8,0.014763,-1
11,0.24605,0.054942,0.20081,0.042531,0.00063,0.19811,0.21105,0.003828,162.12,0.028822,-1
16,0.30077,0.082976,0.2697,0.41901,0.005621,0.11965,0.38897,0.015222,291.13,0.051836,-1
25,0.30516,0.089328,0.33268,0.42677,0.034844,0.11669,0.44178,0.011571,536.15,-0.026155,-1
